category_id,budget_id,name,brand,price,image_path,description
3,1,Đồng hồ định vị trẻ em Masstel Smart Hero Star,Masstel,950,smartwatch/smartwatch_02.jpg,"Đồng hồ định vị trẻ em Masstel Smart Hero Star là thiết bị an toàn thông minh giúp phụ huynh luôn kết nối và bảo vệ con cái từ xa. Với công nghệ định vị đa chế độ (GPS, Wi-Fi, LBS) chính xác, đây là lựa chọn số một cho cha mẹ có con trong độ tuổi đi học, cần giám sát hành trình và liên lạc nhanh chóng.
Sản phẩm hỗ trợ nghe gọi video 4G sắc nét, chụp ảnh từ xa và thiết lập vùng an toàn thông minh. Với nút bấm SOS khẩn cấp, chế độ lớp học tập trung và khả năng kháng nước bền bỉ, Smart Hero Star mang lại sự an tâm tuyệt đối cho gia đình, giúp trẻ tự tin khám phá thế giới trong tầm kiểm soát an toàn của cha mẹ."
3,1,Vòng tay thông minh Samsung Galaxy Fit3,Samsung,890,smartwatch/smartwatch_03.jpg,"Vòng tay thông minh Samsung Galaxy Fit3 là thiết bị theo dõi sức khỏe tối ưu với màn hình AMOLED 1.6 inch rộng rãi và khung nhôm bền bỉ. Sản phẩm dành cho người dùng trẻ năng động, nhân viên văn phòng và người dùng hệ sinh thái Galaxy cần một thiết bị hỗ trợ tập luyện chuyên sâu, gọn nhẹ với mức giá cực kỳ tiếp cận.Máy tích hợp hơn 100 chế độ tập luyện, theo dõi giấc ngủ chi tiết và nồng độ oxy trong máu (SpO2). Điểm vượt trội là tính năng phát hiện té ngã, SOS khẩn cấp và thời lượng pin ấn tượng lên đến 13 ngày. Với chuẩn kháng nước 5ATM/IP68 và khả năng đồng bộ thông báo thông minh, Galaxy Fit3 giúp bạn duy trì lối sống lành mạnh và kết nối xuyên suốt mọi lúc mọi nơi."
3,2,Garmin Forerunner 165 43mm dây silicone,Garmin,3990,smartwatch/smartwatch_04.jpg,"Garmin Forerunner 165 43mm là đồng hồ chạy bộ chuyên dụng với màn hình AMOLED rực rỡ và dây silicone êm ái, bền bỉ. Sản phẩm dành riêng cho người mới bắt đầu chạy bộ, vận động viên phong trào và những ai cần một huấn luyện viên ảo ngay trên cổ tay để cải thiện thành tích cá nhân (PR) một cách khoa học.Máy tích hợp GPS chính xác, cảm biến nhịp tim thế hệ mới và tính năng Garmin Coach cá nhân hóa lộ trình tập luyện. Điểm vượt trội là khả năng đo động lực học chạy bộ, đánh giá trạng thái phục hồi và theo dõi giấc ngủ chuyên sâu. Với thời lượng pin lên đến 11 ngày và thiết kế siêu nhẹ, Forerunner 165 là người bạn đồng hành tin cậy trên mọi cung đường và trong cuộc sống hàng ngày."
3,2,Đồng Hồ Định Vị Trẻ Em imoo Z1 Xanh dương,imoo,1390,smartwatch/smartwatch_05.jpg,"Đồng hồ định vị trẻ em imoo Z1 (Xanh dương) là thiết bị liên lạc thông minh cao cấp với khả năng gọi Video Call 4G sắc nét và âm thanh to rõ. Sản phẩm dành cho phụ huynh muốn giữ kết nối liên tục với con cái, đảm bảo an toàn tuyệt đối cho bé khi đi học, đi dã ngoại hay vui chơi ngoài trời.
Máy sở hữu công nghệ định vị GPS chính xác, chế độ lớp học tập trung và khả năng kháng nước IPX8 bền bỉ nhất phân khúc. Với dung lượng pin lớn cho thời gian chờ lên đến 7 ngày và thiết kế màu xanh năng động, imoo Z1 không chỉ là món đồ chơi công nghệ yêu thích của trẻ mà còn là ""vệ sĩ ảo"" đáng tin cậy giúp cha mẹ luôn an tâm mọi lúc mọi nơi."
3,2,Xiaomi Redmi Watch 5 47.5 mm dây TPU,Xiaomi,2650,smartwatch/smartwatch_06.jpg,"Xiaomi Redmi Watch 5 (47.5 mm) thiết lập chuẩn mực mới cho smartwatch phân khúc tầm trung với màn hình AMOLED 2.07 inch rực rỡ và viền siêu mỏng. Với khung hợp kim nhôm sang trọng và dây TPU bền bỉ, đây là lựa chọn tối ưu cho người dùng trẻ cần một thiết bị thời thượng, hỗ trợ nghe gọi Bluetooth rõ nét nhờ công nghệ chống ồn 2-MIC và hệ điều hành HyperOS mượt mà.
Đồng hồ tích hợp GPS đa hệ thống, hơn 150 chế độ thể thao và khả năng kháng nước 5ATM. Điểm ấn tượng nhất là viên pin 550mAh cho thời gian sử dụng lên đến 24 ngày, đi kèm các tính năng theo dõi sức khỏe chuyên sâu như SpO2, nhịp tim và giấc ngủ, giúp bạn làm chủ cuộc sống năng động một cách trọn vẹn."
3,2,Đồng hồ định vị trẻ em Kidcare Sight S26 4G,Kidcare,1590,smartwatch/smartwatch_07.jpg,"Đồng hồ định vị trẻ em Kidcare Sight S26 4G là người bạn đồng hành an toàn với màn hình 1.8 inch rõ nét và dây đeo cao su êm ái. Sản phẩm hỗ trợ Video Call 4G sắc nét, giúp cha mẹ dễ dàng quan sát và liên lạc với con mọi lúc mọi nơi. Với hệ thống định vị GPS/GLONASS chính xác, đây là lựa chọn tối ưu để giám sát hành trình của trẻ khi đi học hoặc dã ngoại.
Thiết bị tích hợp các tính năng bảo vệ chủ động như nút SOS khẩn cấp, thiết lập vùng an toàn và chặn số lạ. Với chuẩn kháng nước IP68 bền bỉ, chế độ lớp học tập trung và thời lượng pin ổn định, Sight S26 giúp bé tự do khám phá trong khi phụ huynh hoàn toàn an tâm quản lý qua ứng dụng chuyên dụng."
3,3,Apple Watch SE 3 GPS 40mm viền nhôm dây thể thao,Apple,6790,smartwatch/smartwatch_08.jpg,"Apple Watch SE 3 GPS 40mm là sự kết hợp hoàn hảo giữa hiệu năng mạnh mẽ của chip S10 và thiết kế nhôm tái chế bền bỉ. Với màn hình Retina Always-On lần đầu xuất hiện trên dòng SE và độ sáng 1000 nit, đây là lựa chọn tối ưu cho người dùng iPhone muốn trải nghiệm hệ sinh thái Apple đầy đủ với chi phí hợp lý.



Thiết bị tích hợp các tính năng sức khỏe tiên tiến như phát hiện ngưng thở khi ngủ, theo dõi chu kỳ qua cảm biến nhiệt độ và cảnh báo va chạm. Với khả năng kháng nước 50m, sạc nhanh gấp đôi thế hệ trước và hệ điều hành watchOS 26 mượt mà, SE 3 là người đồng hành đáng tin cậy cho sức khỏe và kết nối thông minh mỗi ngày."
3,3,Garmin Lily 2 34mm dây silicone,Garmin,6290,smartwatch/smartwatch_09.jpg,"Garmin Lily 2 34mm là chiếc đồng hồ thông minh nhỏ nhắn nhất với mặt kính họa tiết tinh xảo và màn hình ẩn độc đáo. Với dây silicone êm ái và viền kim loại sang trọng, đây là lựa chọn hoàn mỹ cho phụ nữ hiện đại cần một món trang sức thời thượng tích hợp các tính năng theo dõi sức khỏe chuyên sâu như nhịp tim, mức độ căng thẳng và năng lượng cơ thể (Body Battery).Thiết bị hỗ trợ theo dõi chu kỳ kinh nguyệt, thai kỳ và các chế độ tập luyện thể thao như Yoga, Pilates, Khiêu vũ. Với khả năng kết nối GPS qua điện thoại, thông báo thông minh và tính năng an toàn, Lily 2 giúp phái đẹp luôn rạng rỡ, tự tin và làm chủ sức khỏe mỗi ngày với thời lượng pin lên đến 5 ngày."
3,3,Garmin Forerunner 965 47.2mm dây silicone,Garmin,16490,smartwatch/smartwatch_10.jpg,"Garmin Forerunner 965 47.2mm là đỉnh cao của đồng hồ chạy bộ và ba môn phối hợp với màn hình AMOLED 1.4 inch rực rỡ và viền Titanium siêu nhẹ. Đây là lựa chọn số một cho vận động viên chuyên nghiệp và người chơi Marathon cần bản đồ ngoại tuyến màu, GPS đa băng tần (GNSS) chính xác tuyệt đối trên mọi địa hình hiểm trở.



Thiết bị tích hợp các chỉ số chuyên sâu như Sẵn sàng tập luyện, Động lực học chạy bộ trên cổ tay và đề xuất bài tập hàng ngày cá nhân hóa. Với thời lượng pin ấn tượng lên đến 23 ngày ở chế độ đồng hồ thông minh và khả năng lưu trữ nhạc trực tiếp, Forerunner 965 không chỉ là một thiết bị theo dõi mà còn là người trợ lý bền bỉ, giúp bạn phá vỡ mọi giới hạn cá nhân."
4,1,Máy tính bảng Masstel Tab 11 Ultra 4G 4GB/128GB,Masstel,3790,tablet/tablet_01.jpg,"Máy tính bảng Masstel Tab 11 Ultra 4G là giải pháp giải trí và học tập lý tưởng với màn hình 10.95 inch IPS LCD sắc nét và thiết kế mặt lưng nhôm sang trọng. Với cấu hình 4GB RAM và 128GB bộ nhớ trong (hỗ trợ thẻ nhớ 1TB), máy đáp ứng mượt mà các tác vụ văn phòng, học online và xem phim giải trí mỗi ngày.Thiết bị sở hữu viên pin lớn 8000 mAh cùng sạc nhanh 18W, đảm bảo hoạt động bền bỉ suốt cả ngày dài. Tích hợp kết nối 4G LTE linh hoạt, camera sau 13MP và hệ điều hành Android 15 hiện đại, Tab 11 Ultra là lựa chọn kinh tế cho học sinh, sinh viên và người dùng cần một chiếc tablet màn hình lớn, đa năng với mức giá cực kỳ tiếp cận."
4,1,Máy tính bảng HONOR Pad X7 WiFi 4GB/64GB,Honor,3690,tablet/tablet_02.jpg,"Máy tính bảng HONOR Pad X7 WiFi là sự kết hợp hoàn hảo giữa thiết kế kim loại mỏng nhẹ và hiệu năng ổn định từ chip Snapdragon 680. Với màn hình 8.7 inch 90Hz đạt chuẩn bảo vệ mắt TÜV Rheinland, đây là lựa chọn lý tưởng cho học sinh học tập online, người già đọc báo hoặc trẻ em giải trí an toàn qua Google Kids Space.
Thiết bị sở hữu viên pin lớn 7020 mAh hỗ trợ sạc ngược tiện lợi và hệ thống âm thanh vòm sống động. Chạy trên hệ điều hành Android 15 tích hợp AI Gemini thông minh, HONOR Pad X7 mang đến trải nghiệm mượt mà, cơ động và bền bỉ, đáp ứng trọn vẹn nhu cầu kết nối và giải trí hàng ngày với mức giá cực kỳ hấp dẫn."
4,1,Máy tính bảng Samsung Galaxy Tab A11 4G 4GB/64GB,Samsung,4990,tablet/tablet_03.jpg,"Máy tính bảng Samsung Galaxy Tab A11 4G là thiết bị giải trí di động nhỏ gọn với màn hình 8.7 inch hỗ trợ tần số quét 90Hz mượt mà. Với thiết kế nhôm nguyên khối sang trọng và trọng lượng siêu nhẹ chỉ 335g, đây là lựa chọn hoàn hảo cho người dùng thường xuyên di chuyển, học sinh học tập online hoặc nhân viên kinh doanh cần một thiết bị hỗ trợ công việc linh hoạt mọi lúc mọi nơi qua kết nối 4G LTE.
Máy trang bị chip MediaTek Helio G99 ổn định, loa kép Dolby Atmos sống động và viên pin 5100 mAh đáp ứng tốt nhu cầu sử dụng cả ngày. Tích hợp hệ điều hành Android 15 với giao diện One UI hiện đại, Tab A11 mang đến trải nghiệm mượt mà, hỗ trợ mở khóa khuôn mặt tiện lợi và lưu trữ mở rộng lên đến 1TB, giúp bạn làm chủ mọi tác vụ giải trí và học tập cơ bản."
4,2,Máy tính bảng OPPO Pad Neo 4G 8GB/128GB,Oppo,7850,tablet/tablet_04.jpg,"Máy tính bảng OPPO Pad Neo 4G sở hữu màn hình 11.4 inch độ phân giải 2.4K sắc nét với tỉ lệ 7:5 độc đáo, mang lại trải nghiệm đọc sách và làm việc như trên giấy thật. Với cấu hình mạnh mẽ 8GB RAM và kết nối 4G LTE siêu tốc, đây là lựa chọn hàng đầu cho những người làm việc sáng tạo, sinh viên và người yêu thích giải trí di động cần một thiết bị đa năng, kết nối internet mọi lúc mọi nơi.
Máy trang bị hệ thống 4 loa Dolby Atmos sống động, viên pin lớn 8000 mAh cùng sạc nhanh SuperVOOC 33W đảm bảo trải nghiệm không gián đoạn. Tích hợp các tính năng bảo vệ mắt thông minh và hệ điều hành ColorOS mượt mà, OPPO Pad Neo không chỉ là thiết bị giải trí đỉnh cao mà còn là công cụ hỗ trợ đắc lực cho lối sống năng động và hiện đại."
